Order,Family,Species,Asymmetry,Ellipticity,AvgLength_,Images_Number,Eggs_number
PASSERIFORMES,Mimidae,Dumetella_carolinensis,0.1099,0.3489,2.3090,43,166
PASSERIFORMES,Mimidae,Mimus_gilvus,0.1974,0.4616,2.8160,1,3
PASSERIFORMES,Mimidae,Mimus_polyglottos,0.1381,0.3555,2.4496,67,257
PASSERIFORMES,Mimidae,Oreoscoptes_montanus,0.1414,0.3773,2.4629,28,113
PASSERIFORMES,Mimidae,Toxostoma_bendirei,0.1711,0.4052,2.6285,52,160
PASSERIFORMES,Mimidae,Toxostoma_cinereum,0.1261,0.4952,2.9244,2,2
PASSERIFORMES,Mimidae,Toxostoma_crissale,0.1851,0.4282,2.6921,23,62
PASSERIFORMES,Mimidae,Toxostoma_curvirostre,0.1650,0.4244,2.8429,54,169
PASSERIFORMES,Mimidae,Toxostoma_lecontei,0.1845,0.4185,2.7063,19,57
PASSERIFORMES,Mimidae,Toxostoma_longirostre,0.1496,0.3615,2.7269,6,23
PASSERIFORMES,Mimidae,Toxostoma_redivivum,0.1965,0.4918,3.0832,41,121
PASSERIFORMES,Mimidae,Toxostoma_rufum,0.1219,0.3583,2.6591,38,157
PASSERIFORMES,Monarchidae,Grallina_cyanoleuca,0.2182,0.3712,2.8296,1,3
PASSERIFORMES,Monarchidae,Hypothymis_azurea,0.1278,0.3207,1.7090,1,4
PASSERIFORMES,Monarchidae,Monarcha_takatsukasae,0.1205,0.3249,1.9517,1,2
PASSERIFORMES,Monarchidae,Myiagra_azureocapilla,0.1925,0.3840,1.9488,1,1
PASSERIFORMES,Monarchidae,Terpsiphone_paradisi,0.1133,0.3284,2.0642,1,4
PASSERIFORMES,Monarchidae,Terpsiphone_viridis,0.2120,0.3812,1.8683,4,9
PASSERIFORMES,Motacillidae,Anthus_campestris,0.1715,0.3847,2.0899,1,5
PASSERIFORMES,Motacillidae,Anthus_novaeseelandiae,0.1499,0.3781,2.0967,5,15
PASSERIFORMES,Motacillidae,Anthus_petrosus,0.2693,0.4549,2.1519,1,4
PASSERIFORMES,Motacillidae,Anthus_pratensis,0.1727,0.3820,1.9812,9,39
PASSERIFORMES,Motacillidae,Anthus_rubescens,0.1509,0.3553,1.9258,5,22
PASSERIFORMES,Motacillidae,Anthus_trivialis,0.1375,0.3460,2.0044,5,23
PASSERIFORMES,Motacillidae,Macronyx_ameliae,0.1388,0.2996,2.0479,1,4
PASSERIFORMES,Motacillidae,Macronyx_capensis,0.1540,0.3142,2.2384,2,6
PASSERIFORMES,Motacillidae,Macronyx_croceus,0.1918,0.3854,2.3641,2,6
PASSERIFORMES,Motacillidae,Motacilla_aguimp,0.0920,0.2921,1.9124,1,1
PASSERIFORMES,Motacillidae,Motacilla_alba,0.1633,0.3470,1.9996,3,17
PASSERIFORMES,Motacillidae,Motacilla_capensis,0.1782,0.3918,2.0927,4,13
PASSERIFORMES,Motacillidae,Motacilla_cinerea,0.1830,0.3411,1.9338,7,36
PASSERIFORMES,Motacillidae,Motacilla_citreola,0.1694,0.3551,2.0225,2,8
PASSERIFORMES,Motacillidae,Motacilla_flava,0.1789,0.3115,1.7843,2,9
PASSERIFORMES,Muscicapidae,Brachypteryx_leucophrys,0.1807,0.4111,2.0242,2,8
PASSERIFORMES,Muscicapidae,Bradornis_infuscatus,0.2576,0.4529,2.4683,1,3
PASSERIFORMES,Muscicapidae,Bradornis_pallidus,0.1464,0.4034,2.0905,2,5
PASSERIFORMES,Muscicapidae,Cercomela_familiaris,0.1430,0.3828,2.0989,1,3
PASSERIFORMES,Muscicapidae,Cercomela_sinuata,0.1539,0.3186,1.9264,2,6
PASSERIFORMES,Muscicapidae,Cinclidium_leucurum,0.1025,0.2885,2.2450,1,4
PASSERIFORMES,Muscicapidae,Copsychus_malabaricus,0.1482,0.4338,2.2638,1,4
PASSERIFORMES,Muscicapidae,Copsychus_saularis,0.1695,0.3873,2.3494,8,24
PASSERIFORMES,Muscicapidae,Cossypha_caffra,0.0624,0.4369,2.3067,1,2
PASSERIFORMES,Muscicapidae,Enicurus_maculatus,0.2166,0.4787,2.4173,2,7
PASSERIFORMES,Muscicapidae,Enicurus_schistaceus,0.1656,0.3335,2.2559,1,3
PASSERIFORMES,Muscicapidae,Erithacus_rubecula,0.1126,0.2689,1.9635,5,28
PASSERIFORMES,Muscicapidae,Erythropygia_coryphaeus,0.1216,0.3769,2.0067,4,12
PASSERIFORMES,Muscicapidae,Erythropygia_leucophrys,0.1359,0.4069,2.0109,1,3
PASSERIFORMES,Muscicapidae,Eumyias_albicaudatus,0.0689,0.3096,1.8494,1,3
PASSERIFORMES,Muscicapidae,Eumyias_thalassinus,0.1544,0.3513,1.7988,1,4
PASSERIFORMES,Muscicapidae,Ficedula_hypoleuca,0.1609,0.3381,1.8467,1,6
PASSERIFORMES,Muscicapidae,Ficedula_superciliaris,0.1230,0.3669,1.6219,3,11
PASSERIFORMES,Muscicapidae,Ficedula_tricolor,0.1146,0.3409,1.6126,3,9
PASSERIFORMES,Muscicapidae,Hodgsonius_phaenicuroides,0.1420,0.3767,2.0594,1,3
PASSERIFORMES,Muscicapidae,Luscinia_luscinia,0.1345,0.3702,2.0793,1,5
PASSERIFORMES,Muscicapidae,Luscinia_megarhynchos,0.1167,0.4149,2.0741,2,12
PASSERIFORMES,Muscicapidae,Luscinia_svecica,0.1468,0.3257,1.8169,4,23
PASSERIFORMES,Muscicapidae,Melaenornis_pammelaina,0.1557,0.3596,2.3231,1,2
PASSERIFORMES,Muscicapidae,Monticola_cinclorhynchus,0.1101,0.3137,2.2799,1,4
PASSERIFORMES,Muscicapidae,Muscicapa_cassini,0.1795,0.3847,1.7629,1,2
PASSERIFORMES,Muscicapidae,Muscicapa_striata,0.2261,0.4186,1.8910,3,15
PASSERIFORMES,Muscicapidae,Myophonus_caeruleus,0.2233,0.4478,3.4982,3,10
PASSERIFORMES,Muscicapidae,Niltava_sundara,0.2227,0.5071,2.1850,1,4
PASSERIFORMES,Muscicapidae,Oenanthe_hispanica,0.1013,0.2954,1.9652,2,11
PASSERIFORMES,Muscicapidae,Oenanthe_isabellina,0.1648,0.3566,2.0814,2,11
PASSERIFORMES,Muscicapidae,Oenanthe_leucura,0.1708,0.4462,2.4311,1,5
PASSERIFORMES,Muscicapidae,Oenanthe_moesta,0.1323,0.3614,1.9777,1,4
PASSERIFORMES,Muscicapidae,Oenanthe_monticola,0.0702,0.3347,2.3758,1,3
PASSERIFORMES,Muscicapidae,Oenanthe_oenanthe,0.1657,0.3622,2.0965,6,33
PASSERIFORMES,Muscicapidae,Oenanthe_pileata,0.1454,0.3489,2.1798,3,12
PASSERIFORMES,Muscicapidae,Oenanthe_pleschanka,0.0860,0.2659,1.9534,1,5
PASSERIFORMES,Muscicapidae,Phoenicurus_moussieri,0.1128,0.3173,1.9154,1,4
PASSERIFORMES,Muscicapidae,Phoenicurus_ochruros,0.1430,0.3602,1.9425,2,8
PASSERIFORMES,Muscicapidae,Rhyacornis_fuliginosa,0.1055,0.3370,1.9582,2,8
PASSERIFORMES,Muscicapidae,Saxicola_caprata,0.1345,0.2428,1.6729,3,10
PASSERIFORMES,Muscicapidae,Saxicola_torquatus,0.1240,0.3192,1.8414,4,18
PASSERIFORMES,Muscicapidae,Saxicoloides_fulicatus,0.1413,0.2952,1.9148,1,4
PASSERIFORMES,Nectariniidae,Aethopyga_eximia,0.1448,0.3537,1.4171,2,4
PASSERIFORMES,Nectariniidae,Nectarinia_asiatica,0.2135,0.4890,1.6400,3,6
PASSERIFORMES,Nectariniidae,Nectarinia_calcostetha,0.1734,0.4440,1.5359,2,3
PASSERIFORMES,Nectariniidae,Nectarinia_chloropygia,0.1981,0.4282,1.4776,1,2
PASSERIFORMES,Nectariniidae,Nectarinia_cuprea,0.1951,0.4449,1.8044,3,6
PASSERIFORMES,Nectariniidae,Nectarinia_erythrocerca,0.2197,0.5616,1.8259,3,6
PASSERIFORMES,Nectariniidae,Nectarinia_famosa,0.1739,0.4663,1.9383,1,2
PASSERIFORMES,Nectariniidae,Nectarinia_jugularis,0.1377,0.3891,1.5413,2,3
PASSERIFORMES,Nectariniidae,Nectarinia_violacea,0.1878,0.4513,1.7155,1,2
PASSERIFORMES,Oreoicidae,Oreoica_gutturalis,0.1393,0.4899,2.9975,1,2
PASSERIFORMES,Oriolidae,Oriolus_chinensis,0.2499,0.4540,3.1206,4,11
PASSERIFORMES,Oriolidae,Oriolus_monacha,0.2136,0.4906,3.0955,1,2
PASSERIFORMES,Oriolidae,Oriolus_oriolus,0.2662,0.4650,3.1993,1,5
PASSERIFORMES,Oriolidae,Oriolus_sagittatus,0.2544,0.7204,3.8269,1,2
PASSERIFORMES,Oriolidae,Oriolus_xanthonotus,0.2332,0.4794,3.3097,1,2
PASSERIFORMES,Pachycephalidae,Colluricincla_harmonica,0.1353,0.4544,3.0268,3,9
PASSERIFORMES,Pachycephalidae,Pachycephala_rufiventris,0.1704,0.4029,2.1846,1,3
PASSERIFORMES,Paradisaeidae,Paradisaea_apoda,0.3157,0.6695,4.3100,1,1
PASSERIFORMES,Pardalotidae,Pardalotus_punctatus,0.0828,0.3324,1.6292,1,3
PASSERIFORMES,Paridae,Baeolophus_atricristatus,0.1511,0.3306,1.8183,6,35
PASSERIFORMES,Paridae,Baeolophus_bicolor,0.1417,0.3266,1.7992,8,43
PASSERIFORMES,Paridae,Baeolophus_inornatus,0.1423,0.3284,1.7059,29,175
PASSERIFORMES,Paridae,Baeolophus_ridgwayi,0.1621,0.2968,1.7594,2,12
PASSERIFORMES,Paridae,Baeolophus_wollweberi,0.1967,0.3617,1.7879,1,5
PASSERIFORMES,Paridae,Parus_atricapillus,0.1193,0.2897,1.5269,23,149
PASSERIFORMES,Paridae,Parus_caeruleus,0.2146,0.4097,1.5982,2,12
PASSERIFORMES,Paridae,Parus_carolinensis,0.1072,0.2984,1.4788,18,110
PASSERIFORMES,Paridae,Parus_cinctus,0.2268,0.3613,1.7248,1,4
PASSERIFORMES,Paridae,Parus_gambeli,0.1247,0.3098,1.5890,38,247
PASSERIFORMES,Paridae,Parus_hudsonicus,0.1342,0.2904,1.5174,4,24
PASSERIFORMES,Paridae,Parus_major,0.1550,0.3224,1.7510,3,17
PASSERIFORMES,Paridae,Parus_palustris,0.0453,0.3205,1.5182,1,6
PASSERIFORMES,Paridae,Parus_rufescens,0.1245,0.3067,1.5379,18,114
PASSERIFORMES,Paridae,Parus_sclateri,0.1182,0.2844,1.4244,1,6
PASSERIFORMES,Parulidae,Cardellina_rubrifrons,0.0859,0.3021,1.6137,1,4
PASSERIFORMES,Parulidae,Dendroica_caerulescens,0.1470,0.3403,1.6873,15,58
PASSERIFORMES,Parulidae,Dendroica_castanea,0.1628,0.3607,1.6708,2,11
PASSERIFORMES,Parulidae,Dendroica_cerulea,0.1816,0.3233,1.6345,2,7
PASSERIFORMES,Parulidae,Dendroica_chrysoparia,0.1148,0.2931,1.7467,1,2
PASSERIFORMES,Parulidae,Dendroica_coronata,0.1593,0.3466,1.7847,38,156
PASSERIFORMES,Parulidae,Dendroica_discolor,0.1583,0.3580,1.6309,10,41
PASSERIFORMES,Parulidae,Dendroica_dominica,0.1287,0.3220,1.7233,3,11
PASSERIFORMES,Parulidae,Dendroica_fusca,0.1868,0.4399,1.7822,1,4
PASSERIFORMES,Parulidae,Dendroica_magnolia,0.1838,0.3868,1.6290,6,24
PASSERIFORMES,Parulidae,Dendroica_nigrescens,0.1531,0.3572,1.6406,2,7
PASSERIFORMES,Parulidae,Dendroica_occidentalis,0.1383,0.3698,1.6919,2,9
PASSERIFORMES,Parulidae,Dendroica_palmarum,0.1606,0.3191,1.7060,1,4
PASSERIFORMES,Parulidae,Dendroica_pensylvanica,0.1738,0.3750,1.6937,11,44
PASSERIFORMES,Parulidae,Dendroica_petechia,0.1519,0.3363,1.6534,65,248
PASSERIFORMES,Parulidae,Dendroica_pinus,0.1769,0.3930,1.8154,5,19
PASSERIFORMES,Parulidae,Dendroica_striata,0.1766,0.3422,1.7096,2,9
PASSERIFORMES,Parulidae,Dendroica_tigrina,0.2068,0.3951,1.6354,1,7
PASSERIFORMES,Parulidae,Dendroica_virens,0.1883,0.3342,1.6722,3,11
PASSERIFORMES,Parulidae,Geothlypis_beldingi,0.1340,0.2267,1.7951,1,1
PASSERIFORMES,Parulidae,Geothlypis_poliocephala,0.1232,0.2915,1.8405,3,11
PASSERIFORMES,Parulidae,Geothlypis_trichas,0.1299,0.3227,1.7420,46,182
PASSERIFORMES,Parulidae,Helmitheros_vermivorum,0.1203,0.2399,1.7569,4,18
PASSERIFORMES,Parulidae,Limnothlypis_swainsonii,0.1136,0.2961,1.8764,7,24
PASSERIFORMES,Parulidae,Mniotilta_varia,0.1207,0.2856,1.6177,3,12
PASSERIFORMES,Parulidae,Myioborus_miniatus,0.0897,0.3769,1.7028,1,2
PASSERIFORMES,Parulidae,Myioborus_pictus,0.1133,0.2928,1.6705,7,26
PASSERIFORMES,Parulidae,Oporornis_formosus,0.1137,0.2770,1.8911,6,28
PASSERIFORMES,Parulidae,Oporornis_philadelphia,0.1839,0.3427,1.8046,3,12
PASSERIFORMES,Parulidae,Oporornis_tolmiei,0.1343,0.3206,1.7690,17,66
PASSERIFORMES,Parulidae,Parula_americana,0.1690,0.3578,1.5899,7,28
PASSERIFORMES,Parulidae,Protonotaria_citrea,0.0888,0.2349,1.7456,5,25
PASSERIFORMES,Parulidae,Seiurus_aurocapilla,0.1368,0.2935,2.0160,11,52
PASSERIFORMES,Parulidae,Seiurus_motacilla,0.1296,0.2917,1.9755,8,41
PASSERIFORMES,Parulidae,Seiurus_noveboracensis,0.0936,0.2777,1.9139,2,9
PASSERIFORMES,Parulidae,Setophaga_ruticilla,0.1486,0.3406,1.6513,20,76
PASSERIFORMES,Parulidae,Vermivora_celata,0.1323,0.3145,1.6341,16,71
PASSERIFORMES,Parulidae,Vermivora_chrysoptera,0.1153,0.2616,1.5709,6,28
PASSERIFORMES,Parulidae,Vermivora_luciae,0.1031,0.2497,1.4249,4,15
PASSERIFORMES,Parulidae,Vermivora_peregrina,0.1475,0.3024,1.5931,4,21
PASSERIFORMES,Parulidae,Vermivora_pinus,0.1064,0.2836,1.5513,7,35
PASSERIFORMES,Parulidae,Vermivora_ruficapilla,0.1136,0.2543,1.5106,3,12
PASSERIFORMES,Parulidae,Vermivora_virginiae,0.1450,0.2903,1.5761,4,14
PASSERIFORMES,Parulidae,Wilsonia_canadensis,0.0894,0.2907,1.6398,4,15
PASSERIFORMES,Parulidae,Wilsonia_citrina,0.1435,0.3149,1.8003,6,24
PASSERIFORMES,Parulidae,Wilsonia_pusilla,0.1465,0.3101,1.5862,50,208
PASSERIFORMES,Passerellidae,Aimophila_aestivalis,0.1122,0.2929,1.9490,4,17
PASSERIFORMES,Passerellidae,Aimophila_cassinii,0.1258,0.2837,1.9122,2,7
PASSERIFORMES,Passerellidae,Aimophila_ruficauda,0.1167,0.3652,2.2437,1,3
PASSERIFORMES,Passerellidae,Aimophila_ruficeps,0.1296,0.2979,2.0001,9,31
PASSERIFORMES,Passerellidae,Ammodramus_caudacutus,0.1341,0.3014,1.9061,5,21
PASSERIFORMES,Passerellidae,Ammodramus_maritimus,0.1577,0.3555,2.0421,8,29
PASSERIFORMES,Passerellidae,Ammodramus_nelsoni,0.1303,0.3060,1.8747,1,5
PASSERIFORMES,Passerellidae,Ammodramus_savannarum,0.1188,0.3004,1.8591,6,27
PASSERIFORMES,Passerellidae,Amphispiza_belli,0.1166,0.3262,1.8679,27,97
PASSERIFORMES,Passerellidae,Amphispiza_bilineata,0.1167,0.3281,1.8013,17,54
PASSERIFORMES,Passerellidae,Arremonops_conirostris,0.1422,0.3920,2.4873,4,10
PASSERIFORMES,Passerellidae,Arremonops_rufivirgatus,0.1351,0.4092,2.3045,3,13
PASSERIFORMES,Passerellidae,Calamospiza_melanocorys,0.1175,0.2984,2.1287,11,48
PASSERIFORMES,Passerellidae,Chondestes_grammacus,0.0976,0.2809,2.0218,47,183
PASSERIFORMES,Passerellidae,Junco_hyemalis,0.1103,0.3141,1.9360,2,4
PASSERIFORMES,Passerellidae,Junco_hyemalis1,0.1165,0.3315,1.9644,3,12
PASSERIFORMES,Passerellidae,Junco_hyemalis1,0.1248,0.3380,1.9178,23,93
PASSERIFORMES,Passerellidae,Junco_hyemalis1,0.1290,0.3301,1.9415,203,782
PASSERIFORMES,Passerellidae,Junco_phaeonotus,0.0914,0.3631,2.0878,3,9
PASSERIFORMES,Passerellidae,Melospiza_georgiana,0.1415,0.3146,1.8950,6,27
PASSERIFORMES,Passerellidae,Melospiza_lincolnii,0.1643,0.3363,1.9233,61,273
PASSERIFORMES,Passerellidae,Melospiza_melodia,0.1309,0.3258,1.9919,178,645
PASSERIFORMES,Passerellidae,Passerculus_sandwichensis,0.1486,0.3560,1.8799,33,132
PASSERIFORMES,Passerellidae,Passerella_iliaca,0.1258,0.3374,2.2316,36,109
PASSERIFORMES,Passerellidae,Pipilo_aberti,0.1242,0.3588,2.4538,28,91
PASSERIFORMES,Passerellidae,Pipilo_chlorurus,0.1164,0.3255,2.1751,39,143
PASSERIFORMES,Passerellidae,Pipilo_crissalis,0.1196,0.3290,2.4402,93,310
PASSERIFORMES,Passerellidae,Pipilo_erythrophthalmus,0.1102,0.3386,2.3901,17,66
PASSERIFORMES,Passerellidae,Pipilo_fuscus,0.1333,0.3295,2.3600,13,39
PASSERIFORMES,Passerellidae,Pipilo_maculatus,0.1117,0.3178,2.3687,64,229
PASSERIFORMES,Passerellidae,Pooecetes_gramineus,0.1321,0.3244,2.0080,20,79
PASSERIFORMES,Passerellidae,Spizella_atrogularis,0.1187,0.3392,1.7548,10,34
PASSERIFORMES,Passerellidae,Spizella_breweri,0.1518,0.3382,1.6439,24,81
PASSERIFORMES,Passerellidae,Spizella_pallida,0.1601,0.3773,1.6935,3,12
PASSERIFORMES,Passerellidae,Spizella_passerina,0.1647,0.3585,1.7277,106,385
PASSERIFORMES,Passerellidae,Spizella_pusilla,0.1431,0.3336,1.7319,28,107
PASSERIFORMES,Passerellidae,Zonotrichia_albicollis,0.1427,0.3483,2.0902,6,24
PASSERIFORMES,Passerellidae,Zonotrichia_atricapilla,0.1955,0.4214,2.2458,4,19
PASSERIFORMES,Passerellidae,Zonotrichia_capensis,0.1330,0.3440,2.0006,5,14
PASSERIFORMES,Passerellidae,Zonotrichia_leucophrys,0.1462,0.3542,2.1499,187,686
PASSERIFORMES,Passeridae,Passer_domesticus,0.1693,0.4178,2.1393,55,242
PASSERIFORMES,Passeridae,Passer_griseus,0.1168,0.3861,2.0207,1,3
PASSERIFORMES,Passeridae,Passer_iagoensis,0.1180,0.3999,1.9730,2,9
PASSERIFORMES,Passeridae,Passer_melanurus,0.1039,0.3332,1.9161,4,18
PASSERIFORMES,Passeridae,Passer_montanus,0.1506,0.3602,1.9217,8,33
PASSERIFORMES,Passeridae,Passer_rutilans,0.1333,0.4224,1.9894,1,4
PASSERIFORMES,Passeridae,Petronia_xanthocollis,0.1667,0.3776,2.0374,1,4
PASSERIFORMES,Pellorneidae,Alcippe_brunnea,0.1162,0.3223,2.0663,1,3
PASSERIFORMES,Pellorneidae,Alcippe_rufogularis,0.1104,0.3437,1.8636,1,3
PASSERIFORMES,Pellorneidae,Napothera_brevicaudata,0.1428,0.3737,2.1457,1,4
PASSERIFORMES,Pellorneidae,Pellorneum_albiventre,0.0800,0.3271,2.0455,2,8
PASSERIFORMES,Pellorneidae,Pellorneum_ruficeps,0.1196,0.3569,2.1841,2,7
PASSERIFORMES,Pellorneidae,Trichastoma_tickelli,0.0932,0.3066,2.0581,1,3
PASSERIFORMES,Petroicidae,Eopsaltria_australis,0.1653,0.3851,2.1499,2,6
PASSERIFORMES,Petroicidae,Microeca_fascinans,0.1317,0.3467,1.8470,1,2
PASSERIFORMES,Petroicidae,Petroica_multicolor,0.0844,0.3397,1.8918,1,3
PASSERIFORMES,Phylloscopidae,Phylloscopus_collybita,0.1237,0.3123,1.4878,3,13
PASSERIFORMES,Phylloscopidae,Phylloscopus_schwarzi,0.1403,0.3239,1.5479,2,7
PASSERIFORMES,Phylloscopidae,Phylloscopus_sibilatrix,0.1347,0.3131,1.5944,2,13
PASSERIFORMES,Phylloscopidae,Phylloscopus_trochilus,0.1188,0.2981,1.5044,3,16
PASSERIFORMES,Phylloscopidae,Phylloscopus_xanthoschistos,0.0982,0.2773,1.5644,1,3
PASSERIFORMES,Pipridae,Manacus_aurantiacus,0.1207,0.4018,2.0575,1,2
PASSERIFORMES,Pittidae,Pitta_brachyura,0.0649,0.2090,2.5633,3,13
PASSERIFORMES,Pittidae,Pitta_nipalensis,0.0878,0.2155,2.9229,2,9
PASSERIFORMES,Platysteiridae,Batis_capensis,0.1113,0.2988,1.8989,1,2
PASSERIFORMES,Ploceidae,Amblyospiza_albifrons,0.1622,0.4785,2.3832,3,9
PASSERIFORMES,Ploceidae,Euplectes_afer,0.0448,0.3135,1.6163,1,2
PASSERIFORMES,Ploceidae,Euplectes_ardens,0.1380,0.4614,1.9379,2,7
PASSERIFORMES,Ploceidae,Euplectes_axillaris,0.1321,0.4746,1.9790,2,6
PASSERIFORMES,Ploceidae,Euplectes_capensis,0.1348,0.4527,2.0900,6,17
PASSERIFORMES,Ploceidae,Euplectes_hordeaceus,0.0879,0.3072,1.7687,1,3
PASSERIFORMES,Ploceidae,Euplectes_jacksoni,0.1017,0.4671,2.2140,2,6
PASSERIFORMES,Ploceidae,Euplectes_macroura,0.1790,0.4431,1.9561,1,2
PASSERIFORMES,Ploceidae,Euplectes_nigroventris,0.0884,0.3587,1.6691,1,3
PASSERIFORMES,Ploceidae,Euplectes_orix,0.0642,0.4300,2.0421,1,3
PASSERIFORMES,Ploceidae,Ploceus_aurantius,0.1311,0.4327,2.0567,2,4
PASSERIFORMES,Ploceidae,Ploceus_baglafecht,0.0942,0.4085,2.1922,2,4
PASSERIFORMES,Ploceidae,Ploceus_capensis,0.2084,0.5661,2.5240,4,11
PASSERIFORMES,Ploceidae,Ploceus_castanops,0.0775,0.4917,2.1765,2,4
PASSERIFORMES,Ploceidae,Ploceus_cucullatus,0.1256,0.5156,2.4296,4,8
PASSERIFORMES,Ploceidae,Ploceus_hypoxanthus,0.1032,0.3745,1.8728,8,18
PASSERIFORMES,Ploceidae,Ploceus_intermedius,0.1067,0.5299,2.2376,1,2
PASSERIFORMES,Ploceidae,Ploceus_jacksoni,0.1031,0.5355,2.1496,2,6
PASSERIFORMES,Ploceidae,Ploceus_manyar,0.1151,0.4655,2.1512,4,9
PASSERIFORMES,Ploceidae,Ploceus_melanocephalus,0.0910,0.4706,2.0246,2,5
PASSERIFORMES,Ploceidae,Ploceus_nigerrimus,0.0880,0.4562,2.2570,3,6
PASSERIFORMES,Ploceidae,Ploceus_nigricollis,0.1294,0.4483,2.1424,2,4
PASSERIFORMES,Ploceidae,Ploceus_ocularis,0.1061,0.5071,2.2210,3,6
PASSERIFORMES,Ploceidae,Ploceus_pelzelni,0.0664,0.3385,1.8155,2,4
PASSERIFORMES,Ploceidae,Ploceus_philippinus,0.0874,0.4276,2.0685,2,6
PASSERIFORMES,Ploceidae,Ploceus_rubiginosus,0.1332,0.6412,2.5920,1,2
PASSERIFORMES,Ploceidae,Ploceus_spekei,0.1481,0.4291,2.2681,2,6
PASSERIFORMES,Ploceidae,Ploceus_subaureus,0.1624,0.5332,2.2329,6,14
PASSERIFORMES,Ploceidae,Ploceus_velatus,0.1495,0.4898,2.1405,4,11
PASSERIFORMES,Ploceidae,Ploceus_xanthops,0.0812,0.5168,2.3952,2,4
PASSERIFORMES,Ploceidae,Pseudonigrita_arnaudi,0.1027,0.4063,1.9040,1,3
PASSERIFORMES,Ploceidae,Quelea_cardinalis,0.1414,0.3539,1.5858,1,2
PASSERIFORMES,Ploceidae,Sporopipes_squamifrons,0.1290,0.3590,1.5933,1,4
PASSERIFORMES,Pnoepygidae,Pnoepyga_pusilla,0.1214,0.3014,1.8694,1,3
PASSERIFORMES,Polioptilidae,Polioptila_caerulea,0.1182,0.2956,1.4368,22,89
PASSERIFORMES,Polioptilidae,Polioptila_californica,0.1398,0.3054,1.4487,4,18
PASSERIFORMES,Polioptilidae,Polioptila_melanura,0.1278,0.3025,1.3922,15,55
PASSERIFORMES,Pomatostomidae,Pomatostomus_superciliosus,0.2031,0.4649,2.4998,1,2
PASSERIFORMES,Pomatostomidae,Pomatostomus_temporalis,0.1247,0.4815,2.7207,1,3
PASSERIFORMES,Promeropidae,Promerops_cafer,0.1253,0.3911,2.3682,3,6
PASSERIFORMES,Prunellidae,Prunella_modularis,0.1670,0.3401,1.9334,7,31
PASSERIFORMES,Prunellidae,Prunella_rubeculoides,0.1545,0.3605,1.9525,1,4
PASSERIFORMES,Prunellidae,Prunella_strophiata,0.1207,0.3626,1.9272,1,5
PASSERIFORMES,Ptilogonatidae,Phainopepla_nitens,0.2210,0.4193,2.2446,42,96
PASSERIFORMES,Pycnonotidae,Alophoixus_bres,0.2745,0.4845,2.6104,1,2
PASSERIFORMES,Pycnonotidae,Hemixos_flavala,0.2226,0.4511,2.4966,3,7
PASSERIFORMES,Pycnonotidae,Hypsipetes_madagascariensis,0.2192,0.3928,2.6115,2,6
PASSERIFORMES,Pycnonotidae,Hypsipetes_virescens,0.1993,0.4581,2.6628,2,6
PASSERIFORMES,Pycnonotidae,Ixos_amaurotis,0.2523,0.3869,2.6564,1,2
PASSERIFORMES,Pycnonotidae,Ixos_philippinus,0.1724,0.3165,2.3391,1,2
PASSERIFORMES,Pycnonotidae,Pycnonotus_barbatus,0.2276,0.3787,2.2665,5,14
PASSERIFORMES,Pycnonotidae,Pycnonotus_blanfordi,0.1051,0.3922,2.2772,1,3
PASSERIFORMES,Pycnonotidae,Pycnonotus_cafer,0.2056,0.4005,2.2450,27,70
PASSERIFORMES,Pycnonotidae,Pycnonotus_capensis,0.1419,0.4487,2.3722,1,2
PASSERIFORMES,Pycnonotidae,Pycnonotus_flavescens,0.1914,0.4024,2.2770,2,6
PASSERIFORMES,Pycnonotidae,Pycnonotus_goiavier,0.1330,0.3442,2.1191,21,48
PASSERIFORMES,Pycnonotidae,Pycnonotus_jocosus,0.1441,0.3143,2.0917,2,6
PASSERIFORMES,Pycnonotidae,Pycnonotus_leucogenys,0.2627,0.4556,2.2965,1,3
PASSERIFORMES,Pycnonotidae,Pycnonotus_luteolus,0.1349,0.4236,2.2706,1,2
PASSERIFORMES,Pycnonotidae,Pycnonotus_sinensis,0.1952,0.4230,2.2677,1,3
PASSERIFORMES,Pycnonotidae,Pycnonotus_xanthorrhous,0.2251,0.4199,2.3447,3,10
PASSERIFORMES,Pycnonotidae,Spizixos_canifrons,0.2060,0.4445,2.4986,3,9
PASSERIFORMES,Regulidae,Regulus_calendula,0.1087,0.2998,1.3787,20,154
PASSERIFORMES,Regulidae,Regulus_regulus,0.1518,0.3274,1.3981,1,9
PASSERIFORMES,Regulidae,Regulus_satrapa,0.1277,0.3298,1.3693,7,53
PASSERIFORMES,Remizidae,Anthoscopus_minutus,0.0833,0.4295,1.3986,1,5
PASSERIFORMES,Remizidae,Auriparus_flaviceps,0.1049,0.3758,1.5128,27,89
PASSERIFORMES,Remizidae,Remiz_pendulinus,0.1551,0.4935,1.5784,2,11
PASSERIFORMES,Rhinocryptidae,Rhinocrypta_lanceolata,0.1155,0.2465,2.6610,1,2
PASSERIFORMES,Rhipiduridae,Rhipidura_albicollis,0.1567,0.3463,1.6415,1,3
PASSERIFORMES,Rhipiduridae,Rhipidura_albicollis1,0.1962,0.3569,1.6640,1,3
PASSERIFORMES,Rhipiduridae,Rhipidura_aureola,0.1264,0.2975,1.6036,1,3
