Order,Family,Species,Asymmetry,Ellipticity,AvgLength_,Images_Number,Eggs_number
PASSERIFORMES,Rhipiduridae,Rhipidura_fuliginosa,0.1059,0.3531,1.5461,1,3
PASSERIFORMES,Rhipiduridae,Rhipidura_javanica,0.1606,0.3567,1.8297,4,11
PASSERIFORMES,Rhipiduridae,Rhipidura_leucophrys,0.1685,0.3905,2.0471,3,8
PASSERIFORMES,Scotocercidae,Cettia_diphone,0.1109,0.3814,1.8192,1,6
PASSERIFORMES,Scotocercidae,Cettia_fortipes,0.0666,0.2170,1.5873,1,1
PASSERIFORMES,Sittidae,Sitta_canadensis,0.1420,0.3060,1.5993,5,25
PASSERIFORMES,Sittidae,Sitta_carolinensis,0.1137,0.3313,1.8403,15,94
PASSERIFORMES,Sittidae,Sitta_pusilla,0.1310,0.3097,1.6122,5,28
PASSERIFORMES,Sittidae,Sitta_pygmaea,0.1334,0.3179,1.5490,30,203
PASSERIFORMES,Struthideidae,Corcorax_melanorhamphos,0.0898,0.3080,3.5408,1,4
PASSERIFORMES,Sturnidae,Acridotheres_cristatellus,0.2244,0.5732,3.1929,1,4
PASSERIFORMES,Sturnidae,Acridotheres_fuscus,0.2213,0.4315,2.5891,2,5
PASSERIFORMES,Sturnidae,Acridotheres_tristis,0.1541,0.3115,2.7468,1,3
PASSERIFORMES,Sturnidae,Lamprotornis_chalybaeus,0.1541,0.4596,2.8966,2,6
PASSERIFORMES,Sturnidae,Lamprotornis_superbus,0.0983,0.3102,2.5467,2,7
PASSERIFORMES,Sturnidae,Spreo_bicolor,0.1873,0.4237,2.8230,3,13
PASSERIFORMES,Sturnidae,Sturnus_cineraceus,0.1871,0.3649,2.8020,3,15
PASSERIFORMES,Sturnidae,Sturnus_contra,0.2193,0.4631,2.9092,2,8
PASSERIFORMES,Sturnidae,Sturnus_roseus,0.2282,0.5707,3.2128,1,5
PASSERIFORMES,Sturnidae,Sturnus_sturninus,0.1449,0.3998,2.4219,4,25
PASSERIFORMES,Sturnidae,Sturnus_vulgaris,0.1935,0.4223,2.9421,16,80
PASSERIFORMES,Sylviidae,Chamaea_fasciata,0.1153,0.2964,1.8247,17,68
PASSERIFORMES,Sylviidae,Chrysomma_sinense,0.0832,0.2966,1.8861,1,5
PASSERIFORMES,Sylviidae,Paradoxornis_webbianus,0.1248,0.2855,1.6584,1,3
PASSERIFORMES,Sylviidae,Sylvia_althaea,0.1961,0.4278,1.8637,2,7
PASSERIFORMES,Sylviidae,Sylvia_atricapilla,0.1449,0.3712,1.9325,3,14
PASSERIFORMES,Sylviidae,Sylvia_borin,0.1655,0.3418,1.9098,5,21
PASSERIFORMES,Sylviidae,Sylvia_communis,0.1400,0.3286,1.7975,8,36
PASSERIFORMES,Sylviidae,Sylvia_hortensis,0.1104,0.2708,1.8447,1,3
PASSERIFORMES,Sylviidae,Sylvia_melanocephala,0.0743,0.3555,1.7890,1,5
PASSERIFORMES,Sylviidae,Sylvia_nisoria,0.1265,0.3308,1.9853,1,3
PASSERIFORMES,Sylviidae,Sylvia_subcaerulea,0.1507,0.3111,1.7992,1,3
PASSERIFORMES,Thamnophilidae,Sakesphorus_canadensis,0.1653,0.2563,2.1429,1,2
PASSERIFORMES,Thamnophilidae,Thamnophilus_doliatus,0.2022,0.3748,2.2018,1,2
PASSERIFORMES,Thraupidae,Coereba_flaveola,0.1328,0.3786,1.7613,1,2
PASSERIFORMES,Thraupidae,Diuca_diuca,0.1204,0.4132,2.3608,2,6
PASSERIFORMES,Thraupidae,Eucometis_penicillata,0.1299,0.3847,2.2185,1,2
PASSERIFORMES,Thraupidae,Oryzoborus_angolensis,0.0904,0.3154,1.8637,1,2
PASSERIFORMES,Thraupidae,Phrygilus_fruticeti,0.2022,0.4252,2.4872,2,5
PASSERIFORMES,Thraupidae,Phrygilus_gayi,0.1424,0.3163,2.1842,1,4
PASSERIFORMES,Thraupidae,Poospiza_melanoleuca,0.1332,0.3506,1.8217,1,3
PASSERIFORMES,Thraupidae,Ramphocelus_costaricensis,0.1915,0.4222,2.3368,10,20
PASSERIFORMES,Thraupidae,Saltator_coerulescens,0.1597,0.3859,2.6346,1,2
PASSERIFORMES,Thraupidae,Saltator_maximus,0.1346,0.4147,2.6204,4,9
PASSERIFORMES,Thraupidae,Saltator_striatipectus,0.1851,0.4113,2.4562,2,3
PASSERIFORMES,Thraupidae,Saltatricula_multicolor,0.1419,0.4349,2.1757,2,4
PASSERIFORMES,Thraupidae,Sporophila_minuta,0.1087,0.2499,1.4644,2,3
PASSERIFORMES,Thraupidae,Sporophila_torqueola,0.1132,0.2846,1.5780,1,4
PASSERIFORMES,Thraupidae,Tachyphonus_rufus,0.1185,0.3286,2.4226,1,2
PASSERIFORMES,Thraupidae,Tangara_icterocephala,0.1637,0.4005,2.1130,1,2
PASSERIFORMES,Thraupidae,Thraupis_episcopus,0.1525,0.3644,2.1935,3,5
PASSERIFORMES,Thraupidae,Thraupis_palmarum,0.1097,0.4073,2.3447,1,1
PASSERIFORMES,Thraupidae,Volatinia_jacarina,0.1331,0.3354,1.6140,4,11
PASSERIFORMES,Timaliidae,Pomatorhinus_ochraceiceps,0.1874,0.3581,2.3584,1,4
PASSERIFORMES,Timaliidae,Pomatorhinus_ruficollis,0.1953,0.3505,2.3834,1,4
PASSERIFORMES,Timaliidae,Spelaeornis_longicaudatus,0.0564,0.2857,1.8571,1,4
PASSERIFORMES,Timaliidae,Stachyris_nigriceps,0.1019,0.3265,1.9535,1,4
PASSERIFORMES,Timaliidae,Stachyris_ruficeps,0.1247,0.2918,1.8116,2,6
PASSERIFORMES,Troglodytidae,Campylorhynchus_brunneicapillus,0.1681,0.4439,2.4069,75,288
PASSERIFORMES,Troglodytidae,Campylorhynchus_jocosus,0.1378,0.3357,2.1108,2,7
PASSERIFORMES,Troglodytidae,Campylorhynchus_zonatus,0.1555,0.4501,2.3376,1,2
PASSERIFORMES,Troglodytidae,Catherpes_mexicanus,0.1257,0.3132,1.7695,15,74
PASSERIFORMES,Troglodytidae,Cistothorus_palustris,0.1255,0.3027,1.5822,71,336
PASSERIFORMES,Troglodytidae,Cistothorus_platensis,0.1620,0.3662,1.5837,4,21
PASSERIFORMES,Troglodytidae,Salpinctes_obsoletus,0.1184,0.2717,1.8772,25,126
PASSERIFORMES,Troglodytidae,Thryomanes_bewickii,0.1306,0.3151,1.6419,35,197
PASSERIFORMES,Troglodytidae,Thryothorus_ludovicianus,0.0973,0.2931,1.8964,13,59
PASSERIFORMES,Troglodytidae,Troglodytes_aedon,0.1471,0.3312,1.6352,68,429
PASSERIFORMES,Troglodytidae,Troglodytes_troglodytes,0.1524,0.3439,1.6394,17,94
PASSERIFORMES,Turdidae,Catharus_aurantiirostris,0.1950,0.3929,2.3394,7,16
PASSERIFORMES,Turdidae,Catharus_fuscescens,0.1403,0.3670,2.2671,13,50
PASSERIFORMES,Turdidae,Catharus_guttatus,0.1509,0.3589,2.2312,53,189
PASSERIFORMES,Turdidae,Catharus_minimus,0.1736,0.4360,2.3101,3,11
PASSERIFORMES,Turdidae,Catharus_ustulatus,0.1487,0.3553,2.2793,74,263
PASSERIFORMES,Turdidae,Hylocichla_mustelina,0.1433,0.3865,2.5463,29,108
PASSERIFORMES,Turdidae,Myadestes_ralloides,0.1632,0.3892,2.3909,1,2
PASSERIFORMES,Turdidae,Myadestes_townsendi,0.1348,0.3493,2.3169,20,77
PASSERIFORMES,Turdidae,Psophocichla_litsitsirupa,0.0662,0.3799,2.1663,1,2
PASSERIFORMES,Turdidae,Sialia_currucoides,0.1110,0.3141,2.1133,34,170
PASSERIFORMES,Turdidae,Sialia_mexicana,0.1102,0.3077,2.0840,29,142
PASSERIFORMES,Turdidae,Sialia_sialis,0.1006,0.2858,2.0948,28,129
PASSERIFORMES,Turdidae,Turdus_albicollis,0.2277,0.4333,2.7209,4,9
PASSERIFORMES,Turdidae,Turdus_cardis,0.2113,0.4830,2.9237,1,3
PASSERIFORMES,Turdidae,Turdus_dissimilis,0.1576,0.3568,2.6780,3,12
PASSERIFORMES,Turdidae,Turdus_falcklandii,0.1881,0.4664,3.3362,4,12
PASSERIFORMES,Turdidae,Turdus_grayi,0.1943,0.4222,2.8051,8,21
PASSERIFORMES,Turdidae,Turdus_iliacus,0.1867,0.3536,2.7118,1,4
PASSERIFORMES,Turdidae,Turdus_libonyanus,0.1372,0.3071,2.5621,5,13
PASSERIFORMES,Turdidae,Turdus_merula,0.2013,0.4230,3.0368,15,61
PASSERIFORMES,Turdidae,Turdus_migratorius,0.1706,0.4153,2.8629,187,682
PASSERIFORMES,Turdidae,Turdus_nigriceps,0.1898,0.3908,2.8382,1,3
PASSERIFORMES,Turdidae,Turdus_nudigenis,0.1802,0.3832,2.7188,1,2
PASSERIFORMES,Turdidae,Turdus_olivaceus,0.1717,0.3664,2.9353,3,7
PASSERIFORMES,Turdidae,Turdus_philomelos,0.1610,0.3278,2.6754,8,32
PASSERIFORMES,Turdidae,Turdus_pilaris,0.1920,0.3988,2.9301,2,8
PASSERIFORMES,Turdidae,Turdus_ruficollis,0.1473,0.2785,2.7071,1,5
PASSERIFORMES,Turdidae,Turdus_rufiventris,0.2043,0.4301,2.9100,1,1
PASSERIFORMES,Turdidae,Turdus_serranus,0.2255,0.3164,2.7092,1,2
PASSERIFORMES,Turdidae,Turdus_torquatus,0.1812,0.3863,2.9527,4,15
PASSERIFORMES,Turdidae,Turdus_unicolor,0.1643,0.4065,2.7919,1,4
PASSERIFORMES,Turdidae,Turdus_viscivorus,0.1740,0.4116,3.0644,8,31
PASSERIFORMES,Turdidae,Zoothera_citrina,0.2098,0.3701,2.5567,2,6
PASSERIFORMES,Turdidae,Zoothera_gurneyi,0.1787,0.2808,2.6573,1,2
PASSERIFORMES,Turdidae,Zoothera_naevia,0.1384,0.4220,2.9931,5,16
PASSERIFORMES,Turdidae,Zoothera_sibirica,0.2951,0.6100,3.2005,1,4
PASSERIFORMES,Tyrannidae,Cnemotriccus_fuscatus,0.1107,0.3137,1.7900,1,3
PASSERIFORMES,Tyrannidae,Contopus_cinereus,0.1201,0.2581,1.8212,2,5
PASSERIFORMES,Tyrannidae,Contopus_cooperi,0.1693,0.3809,2.2684,8,23
PASSERIFORMES,Tyrannidae,Contopus_pertinax,0.1792,0.3856,2.1409,2,5
PASSERIFORMES,Tyrannidae,Contopus_sordidulus,0.1639,0.3309,1.7999,44,130
PASSERIFORMES,Tyrannidae,Contopus_virens,0.1544,0.3468,1.8272,10,29
PASSERIFORMES,Tyrannidae,Elaenia_chiriquensis,0.1811,0.3541,1.8777,13,26
PASSERIFORMES,Tyrannidae,Elaenia_flavogaster,0.1449,0.3331,2.0168,3,6
PASSERIFORMES,Tyrannidae,Empidonax_difficilis,0.1217,0.2992,1.7035,39,140
PASSERIFORMES,Tyrannidae,Empidonax_flavescens,0.1039,0.2408,1.7631,1,3
PASSERIFORMES,Tyrannidae,Empidonax_flaviventris,0.1466,0.3006,1.7595,2,8
PASSERIFORMES,Tyrannidae,Empidonax_hammondii,0.1237,0.3278,1.7131,6,15
PASSERIFORMES,Tyrannidae,Empidonax_minimus,0.1600,0.3335,1.6503,6,20
PASSERIFORMES,Tyrannidae,Empidonax_oberholseri,0.1565,0.3266,1.7364,27,99
PASSERIFORMES,Tyrannidae,Empidonax_occidentalis,0.1393,0.3320,1.7754,3,11
PASSERIFORMES,Tyrannidae,Empidonax_traillii,0.1370,0.3296,1.7803,36,124
PASSERIFORMES,Tyrannidae,Empidonax_virescens,0.1636,0.3456,1.8400,13,39
PASSERIFORMES,Tyrannidae,Empidonax_wrightii,0.1294,0.2641,1.7739,1,4
PASSERIFORMES,Tyrannidae,Fluvicola_pica,0.1394,0.3815,1.7991,2,5
PASSERIFORMES,Tyrannidae,Knipolegus_signatus,0.0858,0.3479,2.1884,2,4
PASSERIFORMES,Tyrannidae,Lathrotriccus_euleri,0.2019,0.3917,1.7502,1,3
PASSERIFORMES,Tyrannidae,Legatus_leucophaius,0.1821,0.3594,2.1527,3,6
PASSERIFORMES,Tyrannidae,Lessonia_rufa,0.1253,0.3726,1.8709,3,9
PASSERIFORMES,Tyrannidae,Mionectes_oleagineus,0.0818,0.3185,1.8675,1,2
PASSERIFORMES,Tyrannidae,Muscisaxicola_maclovianus,0.1631,0.3912,2.4231,1,3
PASSERIFORMES,Tyrannidae,Myiarchus_cinerascens,0.1521,0.3680,2.2432,21,86
PASSERIFORMES,Tyrannidae,Myiarchus_crinitus,0.1357,0.3382,2.2604,18,86
PASSERIFORMES,Tyrannidae,Myiarchus_tuberculifer,0.1349,0.3091,1.8945,1,3
PASSERIFORMES,Tyrannidae,Myiarchus_tyrannulus,0.1379,0.3307,2.3035,4,19
PASSERIFORMES,Tyrannidae,Myiodynastes_luteiventris,0.1893,0.3786,2.5812,1,3
PASSERIFORMES,Tyrannidae,Myiophobus_fasciatus,0.2020,0.4001,1.7899,2,4
PASSERIFORMES,Tyrannidae,Myiozetetes_granadensis,0.1480,0.3746,2.2096,4,9
PASSERIFORMES,Tyrannidae,Myiozetetes_similis,0.1542,0.3828,2.2851,4,12
PASSERIFORMES,Tyrannidae,Pitangus_sulphuratus,0.1422,0.3407,2.8194,5,18
PASSERIFORMES,Tyrannidae,Pyrocephalus_rubinus,0.1591,0.3353,1.8055,7,21
PASSERIFORMES,Tyrannidae,Rhynchocyclus_brevirostris,0.1218,0.4263,2.1119,1,2
PASSERIFORMES,Tyrannidae,Sayornis_nigricans,0.1453,0.3365,1.9103,41,158
PASSERIFORMES,Tyrannidae,Sayornis_phoebe,0.1575,0.3240,1.9051,25,112
PASSERIFORMES,Tyrannidae,Sayornis_saya,0.1459,0.3095,1.9733,24,96
PASSERIFORMES,Tyrannidae,Todirostrum_cinereum,0.1242,0.4138,1.6265,5,12
PASSERIFORMES,Tyrannidae,Tolmomyias_sulphurescens,0.1643,0.4925,2.1031,1,2
PASSERIFORMES,Tyrannidae,Tyrannus_dominicensis,0.1643,0.4091,2.5117,3,10
PASSERIFORMES,Tyrannidae,Tyrannus_forficatus,0.1696,0.3576,2.2889,12,54
PASSERIFORMES,Tyrannidae,Tyrannus_melancholicus,0.1532,0.3991,2.3524,4,12
PASSERIFORMES,Tyrannidae,Tyrannus_tyrannus,0.1503,0.3618,2.3623,22,78
PASSERIFORMES,Tyrannidae,Tyrannus_verticalis,0.1633,0.3715,2.3431,33,131
PASSERIFORMES,Tyrannidae,Tyrannus_vociferans,0.1613,0.3654,2.3931,15,62
PASSERIFORMES,Vireonidae,Pteruthius_aenobarbus,0.1305,0.3505,1.7284,1,4
PASSERIFORMES,Vireonidae,Vireo_atricapilla,0.2187,0.4149,1.6788,1,3
PASSERIFORMES,Vireonidae,Vireo_bellii,0.1894,0.3820,1.7338,19,67
PASSERIFORMES,Vireonidae,Vireo_cassinii,0.1736,0.3927,1.9181,23,91
PASSERIFORMES,Vireonidae,Vireo_flavifrons,0.1763,0.4024,1.9014,3,11
PASSERIFORMES,Vireonidae,Vireo_flavoviridis,0.1949,0.3587,1.9788,4,9
PASSERIFORMES,Vireonidae,Vireo_gilvus,0.1630,0.3602,1.8321,24,84
PASSERIFORMES,Vireonidae,Vireo_griseus,0.1639,0.3565,1.8157,8,29
PASSERIFORMES,Vireonidae,Vireo_huttoni,0.1226,0.3778,1.8141,7,24
PASSERIFORMES,Vireonidae,Vireo_olivaceus,0.1917,0.4367,2.0757,9,32
PASSERIFORMES,Vireonidae,Vireo_philadelphicus,0.1488,0.4341,2.1936,1,4
PASSERIFORMES,Vireonidae,Vireo_plumbeus,0.1294,0.3425,1.9182,2,7
PASSERIFORMES,Vireonidae,Vireo_solitarius,0.1655,0.3919,1.9827,3,12
PASSERIFORMES,Vireonidae,Vireo_vicinior,0.1642,0.3709,1.9014,4,14
PASSERIFORMES,Zosteropidae,Zosterops_japonicus,0.1414,0.2727,1.5040,1,3
PASSERIFORMES,Zosteropidae,Zosterops_lateralis,0.1470,0.3581,1.6491,1,3
PASSERIFORMES,Zosteropidae,Zosterops_pallidus,0.1849,0.3948,1.7056,4,9
PASSERIFORMES,Zosteropidae,Zosterops_senegalensis,0.1789,0.3826,1.5623,1,2
PELECANIFORMES,Ardeidae,Ardea_cinerea,0.0753,0.4232,6.0670,4,15
PELECANIFORMES,Ardeidae,Ardea_cocoi,0.0913,0.4012,6.4086,1,3
PELECANIFORMES,Ardeidae,Ardea_herodias,0.0735,0.4251,6.5299,77,289
PELECANIFORMES,Ardeidae,Ardea_melanocephala,0.0415,0.3606,5.8085,1,3
PELECANIFORMES,Ardeidae,Ardea_purpurea,0.0875,0.3089,5.3435,1,4
PELECANIFORMES,Ardeidae,Ardeola_speciosa,0.0669,0.3192,3.6944,1,4
PELECANIFORMES,Ardeidae,Botaurus_lentiginosus,0.0769,0.3573,4.8971,19,89
PELECANIFORMES,Ardeidae,Butorides_striata,0.0385,0.3898,3.7977,3,9
PELECANIFORMES,Ardeidae,Butorides_virescens,0.0415,0.3250,3.8873,41,179
PELECANIFORMES,Ardeidae,Casmerodius_albus,0.0801,0.3676,5.1851,6,22
PELECANIFORMES,Ardeidae,Egretta_ardesiaca,0.0714,0.3683,4.1915,1,3
PELECANIFORMES,Ardeidae,Egretta_caerulea,0.0566,0.3812,4.5502,23,91
PELECANIFORMES,Ardeidae,Egretta_novaehollandiae,0.0458,0.3081,4.7203,1,4
PELECANIFORMES,Ardeidae,Egretta_rufescens,0.0647,0.3630,4.9233,11,36
PELECANIFORMES,Ardeidae,Egretta_thula,0.0587,0.3756,4.4634,15,64
PELECANIFORMES,Ardeidae,Egretta_tricolor,0.0493,0.3915,4.5538,21,72
PELECANIFORMES,Ardeidae,Ixobrychus_cinnamomeus,0.0317,0.2598,3.4134,2,7
PELECANIFORMES,Ardeidae,Ixobrychus_exilis,0.0394,0.3307,3.1788,15,67
PELECANIFORMES,Ardeidae,Ixobrychus_minutus,0.0733,0.3355,3.6788,1,6
PELECANIFORMES,Ardeidae,Ixobrychus_sinensis,0.0643,0.4167,3.2688,1,3
PELECANIFORMES,Ardeidae,Nyctanassa_violacea,0.0695,0.3739,5.1448,13,41
PELECANIFORMES,Ardeidae,Nycticorax_nycticorax,0.0980,0.4089,5.2569,49,187
PELECANIFORMES,Pelecanidae,Pelecanus_erythrorhynchos,0.1643,0.5804,8.8410,30,57
PELECANIFORMES,Pelecanidae,Pelecanus_occidentalis,0.1434,0.5699,7.9073,22,59
PELECANIFORMES,Scopidae,Scopus_umbretta,0.1085,0.3235,4.6386,1,6
PELECANIFORMES,Threskiornithidae,Bostrychia_hagedash,0.1360,0.4308,6.1837,2,6
PELECANIFORMES,Threskiornithidae,Eudocimus_albus,0.1598,0.5020,5.9553,13,39
PELECANIFORMES,Threskiornithidae,Eudocimus_ruber,0.1443,0.5071,5.7392,7,16
PELECANIFORMES,Threskiornithidae,Platalea_ajaja,0.1711,0.4946,6.2814,2,7
PELECANIFORMES,Threskiornithidae,Plegadis_chihi,0.1286,0.4294,5.1955,28,111
PELECANIFORMES,Threskiornithidae,Plegadis_falcinellus,0.1072,0.4256,5.0908,1,3
PHAETHONTIFORMES,Phaethontidae,Phaethon_aethereus,0.2451,0.4199,5.9298,6,6
PHAETHONTIFORMES,Phaethontidae,Phaethon_lepturus,0.2594,0.5206,5.7223,2,2
PHAETHONTIFORMES,Phaethontidae,Phaethon_rubricauda,0.2577,0.4486,6.7408,9,9
PHOENICOPTERIFORMES,Phoenicopteridae,Phoenicopterus_ruber,0.1712,0.5955,8.8469,5,6
PICIFORMES,Bucconidae,Nystalus_maculatus,0.0422,0.1984,2.5058,3,10
PICIFORMES,Lybiidae,Stactolaema_leucotis,0.1099,0.3326,2.3208,1,2
PICIFORMES,Lybiidae,Trachyphonus_vaillantii,0.1652,0.4034,2.7018,1,2
PICIFORMES,Lybiidae,Tricholaema_lacrymosa,0.1068,0.3922,1.9122,1,3
PICIFORMES,Picidae,Campethera_caroli,0.1301,0.3815,2.2985,1,1
PICIFORMES,Picidae,Campethera_nivosa,0.0934,0.2658,2.0985,1,2
PICIFORMES,Picidae,Colaptes_auratus,0.1289,0.3103,2.8285,88,551
PICIFORMES,Picidae,Colaptes_chrysoides,0.1239,0.3135,2.8163,9,38
PICIFORMES,Picidae,Dendrocopos_major,0.2377,0.4606,2.7200,1,5
PICIFORMES,Picidae,Dryocopus_pileatus,0.1898,0.3277,3.1930,6,22
PICIFORMES,Picidae,Jynx_torquilla,0.1130,0.3484,2.0917,1,10
PICIFORMES,Picidae,Melanerpes_aurifrons,0.1473,0.3360,2.5682,7,34
PICIFORMES,Picidae,Melanerpes_carolinus,0.1435,0.3829,2.5769,5,22
PICIFORMES,Picidae,Melanerpes_erythrocephalus,0.1092,0.3596,2.5616,9,47
PICIFORMES,Picidae,Melanerpes_formicivorus,0.0807,0.3047,2.4851,14,77
PICIFORMES,Picidae,Melanerpes_lewis,0.1136,0.3239,2.6300,5,28
PICIFORMES,Picidae,Melanerpes_uropygialis,0.1281,0.3693,2.4775,5,16
PICIFORMES,Picidae,Picoides_albolarvatus,0.1426,0.3674,2.5023,20,83
PICIFORMES,Picidae,Picoides_arcticus,0.0960,0.3338,2.4766,1,4
PICIFORMES,Picidae,Picoides_nuttallii,0.1111,0.3458,2.1624,8,35
PICIFORMES,Picidae,Picoides_pubescens,0.1258,0.2944,1.9212,24,118
PICIFORMES,Picidae,Picoides_scalaris,0.1590,0.3899,2.1111,4,16
PICIFORMES,Picidae,Picoides_tridactylus,0.1333,0.2656,2.2915,1,4
PICIFORMES,Picidae,Picoides_villosus,0.1187,0.3353,2.4228,23,84
PICIFORMES,Picidae,Picus_canus,0.2306,0.3719,2.8684,1,2
PICIFORMES,Picidae,Picus_viridis,0.2014,0.4624,3.2817,2,12
PICIFORMES,Picidae,Sphyrapicus_nuchalis,0.1209,0.3882,2.2991,2,7
PICIFORMES,Picidae,Sphyrapicus_ruber,0.1487,0.4252,2.4077,3,13
PICIFORMES,Picidae,Sphyrapicus_thyroideus,0.1153,0.3424,2.3437,12,59
PICIFORMES,Picidae,Sphyrapicus_varius,0.1166,0.3308,2.1905,3,18
PODICIPEDIFORMES,Podicipedidae,Podiceps_auritus,0.1176,0.5360,4.4575,6,28
PODICIPEDIFORMES,Podicipedidae,Podiceps_cristatus,0.0995,0.4382,5.0450,1,3
PODICIPEDIFORMES,Podicipedidae,Podiceps_grisegena,0.1229,0.5738,5.6156,11,51
PODICIPEDIFORMES,Podicipedidae,Podiceps_major,0.1080,0.5230,5.7983,1,3
PODICIPEDIFORMES,Podicipedidae,Podiceps_nigricollis,0.1063,0.4736,4.3948,25,130
PODICIPEDIFORMES,Podicipedidae,Podilymbus_podiceps,0.0985,0.4591,4.3253,29,173
PODICIPEDIFORMES,Podicipedidae,Tachybaptus_dominicus,0.0477,0.4375,3.3441,8,34
PODICIPEDIFORMES,Podicipedidae,Tachybaptus_ruficollis,0.0831,0.4704,3.7323,2,7
PROCELLARIIFORMES,Diomedeidae,Diomedea_epomophora,0.1668,0.5967,13.1383,1,1
PROCELLARIIFORMES,Diomedeidae,Diomedea_exulans,0.1925,0.6200,13.6912,4,4
PROCELLARIIFORMES,Diomedeidae,Phoebastria_albatrus,0.1359,0.5365,11.4180,2,2
PROCELLARIIFORMES,Diomedeidae,Phoebastria_immutabilis,0.1848,0.5738,10.8648,16,16
PROCELLARIIFORMES,Diomedeidae,Phoebastria_irrorata,0.1158,0.5548,10.9743,3,3
PROCELLARIIFORMES,Diomedeidae,Phoebastria_nigripes,0.1585,0.5606,11.0001,18,18
PROCELLARIIFORMES,Diomedeidae,Thalassarche_bulleri,0.0576,0.4143,9.8397,1,1
PROCELLARIIFORMES,Diomedeidae,Thalassarche_chlororhynchos,0.1497,0.5400,10.9250,3,3
PROCELLARIIFORMES,Diomedeidae,Thalassarche_chrysostoma,0.1482,0.5331,11.0909,1,1
PROCELLARIIFORMES,Diomedeidae,Thalassarche_melanophrys,0.1971,0.5908,10.3789,6,6
PROCELLARIIFORMES,Hydrobatidae,Halocyptena_microsoma,0.0934,0.3394,2.5802,6,6
PROCELLARIIFORMES,Hydrobatidae,Hydrobates_pelagicus,0.0622,0.3166,2.8192,5,5
PROCELLARIIFORMES,Hydrobatidae,Oceanodroma_furcata,0.0889,0.3236,3.2253,16,17
PROCELLARIIFORMES,Hydrobatidae,Oceanodroma_homochroa,0.0995,0.3095,2.9808,20,20
PROCELLARIIFORMES,Hydrobatidae,Oceanodroma_leucorhoa,0.0626,0.3483,3.1600,84,84
PROCELLARIIFORMES,Hydrobatidae,Oceanodroma_melania,0.1071,0.3705,3.5684,7,7
PROCELLARIIFORMES,Oceanitidae,Pelagodroma_marina,0.1011,0.3721,3.6912,5,5
PROCELLARIIFORMES,Procellariidae,Bulweria_bulwerii,0.2208,0.3937,4.0903,6,6
PROCELLARIIFORMES,Procellariidae,Calonectris_leucomelas,0.1630,0.5493,7.8550,1,1
PROCELLARIIFORMES,Procellariidae,Fulmarus_glacialis,0.1653,0.4954,7.3693,12,12
PROCELLARIIFORMES,Procellariidae,Halobaena_caerulea,0.1664,0.4037,4.8556,2,4
PROCELLARIIFORMES,Procellariidae,Macronectes_giganteus,0.1922,0.6018,10.6605,3,3
PROCELLARIIFORMES,Procellariidae,Pachyptila_turtur,0.1683,0.2908,4.4276,1,1
PROCELLARIIFORMES,Procellariidae,Pagodroma_nivea,0.0821,0.3614,5.5105,2,2
PROCELLARIIFORMES,Procellariidae,Procellaria_aequinoctialis,0.1864,0.4330,8.1064,1,1
PROCELLARIIFORMES,Procellariidae,Procellaria_cinerea,0.2448,0.5514,7.4069,1,1
PROCELLARIIFORMES,Procellariidae,Pterodroma_leucoptera,0.1382,0.3154,4.9623,5,5
PROCELLARIIFORMES,Procellariidae,Puffinus_bulleri,0.2392,0.5200,6.5290,1,1
PROCELLARIIFORMES,Procellariidae,Puffinus_carneipes,0.2988,0.5030,7.1107,2,2
PROCELLARIIFORMES,Procellariidae,Puffinus_lherminieri,0.1390,0.3881,5.0588,3,3
PROCELLARIIFORMES,Procellariidae,Puffinus_pacificus,0.2340,0.5357,6.8128,6,6
PROCELLARIIFORMES,Procellariidae,Puffinus_puffinus,0.1952,0.4854,6.1967,14,14
PROCELLARIIFORMES,Procellariidae,Puffinus_tenuirostris,0.2615,0.5602,6.9230,7,7
PSITTACIFORMES,Cacatuidae,Cacatua_sanguinea,0.2154,0.4182,4.3862,1,2
PSITTACIFORMES,Cactuidae,Calyptorhynchus_baudinii,0.2160,0.3823,4.8021,1,1
PSITTACIFORMES,Psittacidae,Forpus_conspicillatus,0.0238,0.1903,1.7541,1,4
PSITTACIFORMES,Psittacidae,Micropsitta_keiensis,0.0677,0.2736,1.6724,1,1
PSITTACIFORMES,Psittacidae,Platycercus_icterotis,0.0931,0.3882,2.8912,1,1
PSITTACIFORMES,Psittacidae,Prosopeia_tabuensis,0.0976,0.2218,3.5644,1,2
PTEROCLIDIFORMES,Pteroclidae,Pterocles_alchata,0.0285,0.4855,4.6293,1,3
PTEROCLIDIFORMES,Pteroclidae,Pterocles_namaqua,0.0355,0.4601,3.6725,3,9
PTEROCLIDIFORMES,Pteroclidae,Pterocles_orientalis,0.0413,0.4703,4.7640,1,3
RHEIFORMES,Rheidae,Rhea_americana,0.1021,0.4482,13.3388,3,3
RHEIFORMES,Rheidae,Rhea_pennata,0.0864,0.4994,13.2265,1,1
SPHENISCIFORMES,Spheniscidae,Aptenodytes_patagonicus,0.2570,0.4358,10.0247,1,1
SPHENISCIFORMES,Spheniscidae,Eudyptes_chrysocome,0.2104,0.3812,7.0078,5,5
SPHENISCIFORMES,Spheniscidae,Eudyptes_chrysolophus,0.1686,0.3439,7.2678,3,3
